Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Numbing	100	1	1	10	20	6				28	162	extra-cold		3	8											2hcw	1hcw						scpc	wdnr				0	0	0
Biting	100	1	1	15	35	12				28	162	extra-cold		4	9											2hcw	1hcw						scpc	wdnr				0	0	0
Biting	100	1	1	20	45	18				28	162	extra-cold		6	11											2hcw	1hcw						scpc	wdnr				0	0	0
Biting	100	1	1	25	60	24				28	162	extra-cold		8	13											2hcw	1hcw						scpc	wdnr				0	0	0
Icy	100	1	1	35	80	33				28	162	extra-cold		10	15											2hcw	1hcw						scpc	wdnr				0	0	0
Icy	100	1	1	45	95	42				28	162	extra-cold		12	17											2hcw	1hcw						scpc	wdnr				0	0	0
Icy	100	1	1	60		48				24	162	extra-cold		16	21											2hcw	1hcw						scpc	wdnr				0	0	0
Alpine	100	1	1	80		60				20	162	extra-cold		20	25											2hcw	1hcw						scpc	wdnr				0	0	0
Alpine	100	1	1	95		66				16	162	extra-cold		24	29											2hcw	1hcw						scpc	wdnr				0	0	0
Burying	100	1	1	95		66				8	162	extra-cold		30	35											2hcw	1hcw						scpc	wdnr				0	0	0
																																								
Glowing	100	1	1	1	10	1				28	162	extra-ltng		1	6											2hcw	1hcw						dclc	wdnr				0	0	0
Glowing	100	1	1	5	15	3				28	162	extra-ltng		2	7											2hcw	1hcw						dclc	wdnr				0	0	0
Glowing	100	1	1	10	20	6				28	162	extra-ltng		3	8											2hcw	1hcw						dclc	wdnr				0	0	0
Static	100	1	1	15	35	12				28	162	extra-ltng		4	9											2hcw	1hcw						dclc	wdnr				0	0	0
Static	100	1	1	20	45	18				28	162	extra-ltng		6	11											2hcw	1hcw						dclc	wdnr				0	0	0
Static	100	1	1	25	60	24				28	162	extra-ltng		8	13											2hcw	1hcw						dclc	wdnr				0	0	0
Bolting	100	1	1	35	80	33				28	162	extra-ltng		10	15											2hcw	1hcw						dclc	wdnr				0	0	0
Bolting	100	1	1	45	95	42				28	162	extra-ltng		12	17											2hcw	1hcw						dclc	wdnr				0	0	0
Bolting	100	1	1	60		48				24	162	extra-ltng		16	21											2hcw	1hcw						dclc	wdnr				0	0	0
Striking	100	1	1	80		60				20	162	extra-ltng		20	25											2hcw	1hcw						dclc	wdnr				0	0	0
Striking	100	1	1	95		66				16	162	extra-ltng		24	29											2hcw	1hcw						dclc	wdnr				0	0	0
Vanishing	100	1	1	95		66				8	162	extra-ltng		30	35											2hcw	1hcw						dclc	wdnr				0	0	0
																																								
Paralyzing	100	1	1	1	10	1				28	162	extra-pois		1	6											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Paralyzing	100	1	1	5	15	3				28	162	extra-pois		2	7											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Paralyzing	100	1	1	10	20	6				28	162	extra-pois		3	8											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Crippling	100	1	1	15	35	12				28	162	extra-pois		4	9											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Crippling	100	1	1	20	45	18				28	162	extra-pois		6	11											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Crippling	100	1	1	25	60	24				28	162	extra-pois		8	13											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Infecting	100	1	1	35	80	33				28	162	extra-pois		10	15											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Infecting	100	1	1	45	95	42				28	162	extra-pois		12	17											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Infecting	100	1	1	60		48				24	162	extra-pois		16	21											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Coroding	100	1	1	80		60				20	162	extra-pois		20	25											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Corroding	100	1	1	95		66				16	162	extra-pois		24	29											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
Dissolving	100	1	1	95		66				8	162	extra-pois		30	35											2hcw	1hcw						scpc	stfc	dclc	orb		0	0	0
																																								
Consecrated	100	1	1	1	10	1				28	162	extra-mag2		1	6											2hcw	1hcw						orb					0	0	0
Consecrated	100	1	1	5	15	3				28	162	extra-mag2		2	7											2hcw	1hcw						orb					0	0	0
Consecrated	100	1	1	10	20	6				28	162	extra-mag2		3	8											2hcw	1hcw						orb					0	0	0
Sacred	100	1	1	15	35	12				28	162	extra-mag2		4	9											2hcw	1hcw						orb					0	0	0
Sacred	100	1	1	20	45	18				28	162	extra-mag2		6	11											2hcw	1hcw						orb					0	0	0
Sacred	100	1	1	25	60	24				28	162	extra-mag2		8	13											2hcw	1hcw						orb					0	0	0
Hallowed	100	1	1	35	80	33				28	162	extra-mag2		10	15											2hcw	1hcw						orb					0	0	0
Hallowed	100	1	1	45	95	42				28	162	extra-mag2		12	17											2hcw	1hcw						orb					0	0	0
Hallowed	100	1	1	60		48				24	162	extra-mag2		16	21											2hcw	1hcw						orb					0	0	0
Divine	100	1	1	80		60				20	162	extra-mag2		20	25											2hcw	1hcw						orb					0	0	0
Divine	100	1	1	95		66				16	162	extra-mag2		24	29											2hcw	1hcw						orb					0	0	0
Celestial	100	1	1	95		66				8	162	extra-mag2		30	35											2hcw	1hcw						orb					0	0	0
																																								
Breezy	100	1	1	1	10	1				28	162	extra-wind		1	6											2hcw	1hcw						scpc					0	0	0
Breezy	100	1	1	5	15	3				28	162	extra-wind		2	7											2hcw	1hcw						scpc					0	0	0
Breezy	100	1	1	10	20	6				28	162	extra-wind		3	8											2hcw	1hcw						scpc					0	0	0
Stormy	100	1	1	15	35	12				28	162	extra-wind		4	9											2hcw	1hcw						scpc					0	0	0
Stormy	100	1	1	20	45	18				28	162	extra-wind		6	11											2hcw	1hcw						scpc					0	0	0
Stormy	100	1	1	25	60	24				28	162	extra-wind		8	13											2hcw	1hcw						scpc					0	0	0
Windswept	100	1	1	35	80	33				28	162	extra-wind		10	15											2hcw	1hcw						scpc					0	0	0
Windswept	100	1	1	45	95	42				28	162	extra-wind		12	17											2hcw	1hcw						scpc					0	0	0
Windswept	100	1	1	60		48				24	162	extra-wind		16	21											2hcw	1hcw						scpc					0	0	0
Blusterous	100	1	1	80		60				20	162	extra-wind		20	25											2hcw	1hcw						scpc					0	0	0
Blusterous	100	1	1	95		66				16	162	extra-wind		24	29											2hcw	1hcw						scpc					0	0	0
Weltering	100	1	1	95		66				8	162	extra-wind		30	35											2hcw	1hcw						scpc					0	0	0
																																								
Persisting	100	1	1	1	10	1				28	162	extra-summ		1	6											2hcw	1hcw						scpc	orb				0	0	0
Persisting	100	1	1	5	15	3				28	162	extra-summ		2	7											2hcw	1hcw						scpc	orb				0	0	0
Persisting	100	1	1	10	20	6				28	162	extra-summ		3	8											2hcw	1hcw						scpc	orb				0	0	0
Perennial	100	1	1	15	35	12				28	162	extra-summ		4	9											2hcw	1hcw						scpc	orb				0	0	0
Perennial	100	1	1	20	45	18				28	162	extra-summ		6	11											2hcw	1hcw						scpc	orb				0	0	0
Perennial	100	1	1	25	60	24				28	162	extra-summ		8	13											2hcw	1hcw						scpc	orb				0	0	0
Ageless	100	1	1	35	80	33				28	162	extra-summ		10	15											2hcw	1hcw						scpc	orb				0	0	0
Ageless	100	1	1	45	95	42				28	162	extra-summ		12	17											2hcw	1hcw						scpc	orb				0	0	0
Ageless	100	1	1	60		48				24	162	extra-summ		16	21											2hcw	1hcw						scpc	orb				0	0	0
Undying	100	1	1	80		60				20	162	extra-summ		20	25											2hcw	1hcw						scpc	orb				0	0	0
Undying	100	1	1	95		66				16	162	extra-summ		24	29											2hcw	1hcw						scpc	orb				0	0	0
Imperishable	100	1	1	95		66				8	162	extra-summ		30	35											2hcw	1hcw						scpc	orb				0	0	0
																																								
Blazing	100	1	1	5	35	3				20	163	pierce-fire		1	3											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Blazing	100	1	1	15	60	12				20	163	pierce-fire		2	5											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Blazing	100	1	1	25	95	24				16	163	pierce-fire		3	7											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Incinerating	100	1	1	45		42				12	163	pierce-fire		4	9											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Incinerating	100	1	1	80		60				8	163	pierce-fire		6	11											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Incinerating	100	1	1	95		66				4	163	pierce-fire		8	13											2hcw	1hcw	mana					scpc	wdnr				0	0	0
Annihilating	100	1	1	95		66				1	163	pierce-fire		10	15											2hcw	1hcw	mana					scpc	wdnr				0	0	0
																																								
Frosty	100	1	1	5	35	3				20	163	pierce-cold		1	3											2hcw	1hcw						scpc	wdnr				0	0	0
Frosty	100	1	1	15	60	12				20	163	pierce-cold		2	5											2hcw	1hcw						scpc	wdnr				0	0	0
Frozen	100	1	1	25	95	24				16	163	pierce-cold		3	7											2hcw	1hcw						scpc	wdnr				0	0	0
Frozen	100	1	1	45		42				12	163	pierce-cold		4	9											2hcw	1hcw						scpc	wdnr				0	0	0
Polar	100	1	1	80		60				8	163	pierce-cold		6	11											2hcw	1hcw						scpc	wdnr				0	0	0
Polar	100	1	1	95		66				4	163	pierce-cold		8	13											2hcw	1hcw						scpc	wdnr				0	0	0
Hyperborean	100	1	1	95		66				1	163	pierce-cold		10	15											2hcw	1hcw						scpc	wdnr				0	0	0
																																								
Sizzling	100	1	1	5	35	3				20	163	pierce-ltng		1	3											2hcw	1hcw						dclc	wdnr				0	0	0
Sizzling	100	1	1	15	60	12				20	163	pierce-ltng		2	5											2hcw	1hcw						dclc	wdnr				0	0	0
Parching	100	1	1	25	95	24				16	163	pierce-ltng		3	7											2hcw	1hcw						dclc	wdnr				0	0	0
Parching	100	1	1	45		42				12	163	pierce-ltng		4	9											2hcw	1hcw						dclc	wdnr				0	0	0
Ionising	100	1	1	80		60				8	163	pierce-ltng		6	11											2hcw	1hcw						dclc	wdnr				0	0	0
Ionising	100	1	1	95		66				4	163	pierce-ltng		8	13											2hcw	1hcw						dclc	wdnr				0	0	0
Torrid	100	1	1	95		66				1	163	pierce-ltng		10	15											2hcw	1hcw						dclc	wdnr				0	0	0
																																								
Virulent	100	1	1	5	35	3				20	163	pierce-pois		1	3											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Virulent	100	1	1	15	60	12				20	163	pierce-pois		2	5											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Nocuous	100	1	1	25	95	24				16	163	pierce-pois		3	7											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Nocuous	100	1	1	45		42				12	163	pierce-pois		4	9											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Malicious	100	1	1	80		60				8	163	pierce-pois		6	11											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Malicious	100	1	1	95		66				4	163	pierce-pois		8	13											2hcw	1hcw						scpc	stfc	dclc			0	0	0
Contaminating	100	1	1	95		66				1	163	pierce-pois		10	15											2hcw	1hcw						scpc	stfc	dclc			0	0	0
																																								
Stellar	100	1	1	5	35	3				20	163	pierce-mag		1	3											2hcw	1hcw						orb					0	0	0
Stellar	100	1	1	15	60	12				20	163	pierce-mag		2	5											2hcw	1hcw						orb					0	0	0
Seraphic	100	1	1	25	95	24				16	163	pierce-mag		3	7											2hcw	1hcw						orb					0	0	0
Seraphic	100	1	1	45		42				12	163	pierce-mag		4	9											2hcw	1hcw						orb					0	0	0
Revered	100	1	1	80		60				8	163	pierce-mag		6	11											2hcw	1hcw						orb					0	0	0
Revered	100	1	1	95		66				4	163	pierce-mag		8	13											2hcw	1hcw						orb					0	0	0
Cherubic	100	1	1	95		66				1	163	pierce-mag		10	15											2hcw	1hcw						orb					0	0	0
																																								
Gusting	100	1	1	5	35	3				20	163	pierce-phys		1	3											2hcw	1hcw						wdnr					0	0	0
Gusting	100	1	1	15	60	12				20	163	pierce-phys		2	5											2hcw	1hcw						wdnr					0	0	0
Hailing	100	1	1	25	95	24				16	163	pierce-phys		3	7											2hcw	1hcw						wdnr					0	0	0
Hailing	100	1	1	45		42				12	163	pierce-phys		4	9											2hcw	1hcw						wdnr					0	0	0
Wuthering	100	1	1	80		60				8	163	pierce-phys		6	11											2hcw	1hcw						wdnr					0	0	0
Wuthering	100	1	1	95		66				4	163	pierce-phys		8	13											2hcw	1hcw						wdnr					0	0	0
Tempestuous	100	1	1	95		66				1	163	pierce-phys		10	15											2hcw	1hcw						wdnr					0	0	0
																																								
Iguana's	100	1	1	1	10	1				22	164	mana		1	5											2hcw	1hcw											0	0	0
Iguana's	100	1	1	5	15	3				22	164	mana		6	10											2hcw	1hcw											0	0	0
Iguana's	100	1	1	10	20	6				22	164	mana		11	20											2hcw	1hcw											0	0	0
Zilant's	100	1	1	15	35	12				22	164	mana		21	30											2hcw	1hcw											0	0	0
Zilant's	100	1	1	20	45	18				22	164	mana		31	40											2hcw	1hcw											0	0	0
Zilant's	100	1	1	25	60	24				22	164	mana		41	50											2hcw	1hcw											0	0	0
Wyvern's	100	1	1	35	80	33				22	164	mana		51	60											2hcw	1hcw											0	0	0
Wyvern's	100	1	1	45	95	42				22	164	mana		61	70											2hcw	1hcw											0	0	0
Wyvern's	100	1	1	60		48				20	164	mana		71	80											2hcw	1hcw											0	0	0
Monitor Lizard's	100	1	1	80		60				18	164	mana		81	90											1hcw												0	0	0
Monitor Lizard's	100	1	1	95		66				16	164	mana		91	100											1hcw												0	0	0
Quetzalcoatl's	100	1	1	95		66				14	164	mana		101	110											1hcw												0	0	0
Ophidian's	100	1	1	80		60				18	164	mana		91	110											2hcw												0	0	0
Ophidian's	100	1	1	95		66				16	164	mana		111	120											2hcw												0	0	0
Kukulkan's	100	1	1	95		66				14	164	mana		121	130											2hcw												0	0	0
																																								
Erudite's	100	1	1	20	45	18				16	165	mana%		6	8	dmg-to-mana		9	11							2hcw	1hcw											0	0	0
Erudite's	100	1	1	60		48				14	165	mana%		9	10	dmg-to-mana		12	14							2hcw	1hcw											0	0	0
Sagacious	100	1	1	80		60				12	165	mana%		11	13	dmg-to-mana		15	17							2hcw	1hcw											0	0	0
Sagacious	100	1	1	95		66				10	165	mana%		15	17	dmg-to-mana		18	20							1hcw												0	0	0
Sagacious	100	1	1	95		66				10	165	mana%		15	17	dmg-to-mana		18	20							2hcw												0	0	0
																																								
Motley	100	1	1	1	10	1				10	166	extra-ele		1	6											2hcw	1hcw						wdnr					0	0	0
Motley	100	1	1	5	15	3				10	166	extra-ele		2	7											2hcw	1hcw						wdnr					0	0	0
Motley	100	1	1	10	20	6				10	166	extra-ele		3	8											2hcw	1hcw						wdnr					0	0	0
Coruscating	100	1	1	15	35	12				10	166	extra-ele		4	9											2hcw	1hcw						wdnr					0	0	0
Coruscating	100	1	1	20	45	18				10	166	extra-ele		5	10											2hcw	1hcw						wdnr					0	0	0
Coruscating	100	1	1	25	60	24				10	166	extra-ele		7	12											2hcw	1hcw						wdnr					0	0	0
Polychromatic	100	1	1	35	80	33				10	166	extra-ele		9	14											2hcw	1hcw						wdnr					0	0	0
Polychromatic	100	1	1	45	95	42				10	166	extra-ele		11	16											2hcw	1hcw						wdnr					0	0	0
Polychromatic	100	1	1	60		48				8	166	extra-ele		13	18											2hcw	1hcw						wdnr					0	0	0
Variegated	100	1	1	80		60				6	166	extra-ele		15	20											2hcw	1hcw						wdnr					0	0	0
Variegated	100	1	1	95		66				4	166	extra-ele		18	23											2hcw	1hcw						wdnr					0	0	0
Kaleidoscopic	100	1	1	95		66				2	166	extra-ele		21	26											2hcw	1hcw						wdnr					0	0	0
																																								
Decaying	100	1	1	1	10	1				10	166	extra-fleshbone		1	6											2hcw	1hcw						orb					0	0	0
Decaying	100	1	1	5	15	3				10	166	extra-fleshbone		2	7											2hcw	1hcw						orb					0	0	0
Decaying	100	1	1	10	20	6				10	166	extra-fleshbone		3	8											2hcw	1hcw						orb					0	0	0
Putrescent	100	1	1	15	35	12				10	166	extra-fleshbone		4	9											2hcw	1hcw						orb					0	0	0
Putrescent	100	1	1	20	45	18				10	166	extra-fleshbone		5	10											2hcw	1hcw						orb					0	0	0
Putrescent	100	1	1	25	60	24				10	166	extra-fleshbone		7	12											2hcw	1hcw						orb					0	0	0
Putrid	100	1	1	35	80	33				10	166	extra-fleshbone		9	14											2hcw	1hcw						orb					0	0	0
Putrid	100	1	1	45	95	42				10	166	extra-fleshbone		11	16											2hcw	1hcw						orb					0	0	0
Putrid	100	1	1	60		48				8	166	extra-fleshbone		13	18											2hcw	1hcw						orb					0	0	0
Festering	100	1	1	80		60				6	166	extra-fleshbone		15	20											2hcw	1hcw						orb					0	0	0
Festering	100	1	1	95		66				4	166	extra-fleshbone		18	23											2hcw	1hcw						orb					0	0	0
Flyblown	100	1	1	95		66				2	166	extra-fleshbone		21	26											2hcw	1hcw						orb					0	0	0
																																								
Leprechaun's	100	1	1	5		24				8	170	sock		1	1											1hsw	1hcw											0	0	0
Hobgoblin's	100	1	1	25		33				6	170	sock		1	2											1hsw	1hcw											0	0	0
Hobgoblin's	100	1	1	45		42				4	170	sock		1	2											1hsw	1hcw											0	0	0
Archfiend's	100	1	1	80		60				1	170	sock		2	2											1hsw	1hcw											0	0	0
Archfiend's	100	1		95		66				8	170	sock		3	3											1hsw	1hcw											0	0	0
																																								
Leprechaun's	100	1	1	5		24				8	170	sock		1	1											2hsw	2hcw	miss										0	0	0
Hobgoblin's	100	1	1	25		33				6	170	sock		2	2											2hsw	2hcw	miss										0	0	0
Hobgoblin's	100	1	1	45		42				4	170	sock		3	4											2hsw	2hcw	miss										0	0	0
Archfiend's	100	1	1	80		60				1	170	sock		4	4											2hsw	2hcw	miss										0	0	0
Archfiend's	100	1		95		66				8	170	sock		5	6											2hsw	2hcw	miss										0	0	0
																																								
Fletcher's	100	1	1	25	60	24	ama		18	16	171	skilltab	0	1	1											abow	pbow											0	0	0
Bowyer's	100	1	1	45		42	ama		33	12	171	skilltab	0	1	2											abow	pbow											0	0	0
Archer's	100	1	1	60		48	ama		42	8	171	skilltab	0	2	3											abow	pbow											0	0	0
Acrobat's	100	1	1	25	60	24	ama		18	16	171	skilltab	1	1	1											abow	pbow	aspe	ajav									0	0	0
Gymnast's	100	1	1	45		42	ama		33	12	171	skilltab	1	1	2											abow	pbow	aspe	ajav									0	0	0
Athlete's	100	1	1	60		48	ama		42	8	171	skilltab	1	2	3											abow	pbow	aspe	ajav									0	0	0
Harpoonist's	100	1	1	25	60	24	ama		18	16	171	skilltab	2	1	1											aspe	ajav											0	0	0
Spearmaiden's	100	1	1	45		42	ama		33	12	171	skilltab	2	1	2											aspe	ajav											0	0	0
Lancer's	100	1	1	60		48	ama		42	8	171	skilltab	2	2	3											aspe	ajav											0	0	0
																																								0
Burning	100	1	1	25	60	24	sor		18	16	171	skilltab	3	1	1											orb	mana											0	0	0
Blazing	100	1	1	45		42	sor		33	12	171	skilltab	3	1	2											orb	mana											0	0	0
Volcanic	100	1	1	60		48	sor		42	8	171	skilltab	3	2	3											orb	mana											0	0	0
Sparking	100	1	1	25	60	24	sor		18	16	171	skilltab	4	1	1											orb												0	0	0
Charged	100	1	1	45		42	sor		33	12	171	skilltab	4	1	2											orb												0	0	0
Powered	100	1	1	60		48	sor		42	8	171	skilltab	4	2	3											orb												0	0	0
Chilling	100	1	1	25	60	24	sor		18	16	171	skilltab	5	1	1											orb												0	0	0
Freezing	100	1	1	45		42	sor		33	12	171	skilltab	5	1	2											orb												0	0	0
Glacial	100	1	1	60		48	sor		42	8	171	skilltab	5	2	3											orb												0	0	0
																																								0
Hexing	100	1	1	25	60	24	nec		18	16	171	skilltab	6	1	1											wdnr												0	0	0
Blighting	100	1	1	45		42	nec		33	12	171	skilltab	6	1	2											wdnr												0	0	0
Accursed	100	1	1	60		48	nec		42	8	171	skilltab	6	2	3											wdnr												0	0	0
Fungal	100	1	1	25	60	24	nec		18	16	171	skilltab	7	1	1											wdnr	ndgr	npol										0	0	0
Noxious	100	1	1	45		42	nec		33	12	171	skilltab	7	1	2											wdnr	ndgr	npol										0	0	0
Venomous	100	1	1	60		48	nec		42	8	171	skilltab	7	2	3											wdnr	ndgr	npol										0	0	0
Graverobber's	100	1	1	25	60	24	nec		18	16	171	skilltab	8	1	1											wdnr												0	0	0
Vodoun	100	1	1	45		42	nec		33	12	171	skilltab	8	1	2											wdnr												0	0	0
Golemlord's	100	1	1	60		48	nec		42	8	171	skilltab	8	2	3											wdnr												0	0	0
																																								
Lion Branded	100	1	1	25	60	24	pal		18	16	171	skilltab	9	1	1											scpc	scpm	bedg										0	0	0
Hawk Branded	100	1	1	45		42	pal		33	12	171	skilltab	9	1	2											scpc	scpm	bedg										0	0	0
Rose Branded	100	1	1	60		48	pal		42	8	171	skilltab	9	2	3											scpc	scpm	bedg										0	0	0
Captain's	100	1	1	25	60	24	pal		18	16	171	skilltab	10	1	1											scpc	scpm											0	0	0
Commander's	100	1	1	45		42	pal		33	12	171	skilltab	10	1	2											scpc	scpm											0	0	0
Marshal's	100	1	1	60		48	pal		42	8	171	skilltab	10	2	3											scpc	scpm											0	0	0
Preserver's	100	1	1	25	60	24	pal		18	16	171	skilltab	11	1	1											scpc	scpm											0	0	0
Warder's	100	1	1	45		42	pal		33	12	171	skilltab	11	1	2											scpc	scpm											0	0	0
Guardian's	100	1	1	60		48	pal		42	8	171	skilltab	11	2	3											scpc	scpm											0	0	0
																																								
Expert's	100	0	1	25	60	24	bar		18	16	171	skilltab	12	1	1											h3h3												0	0	0
Veteran's	100	0	1	45		42	bar		33	12	171	skilltab	12	1	2											h3h3												0	0	0
Master's	100	0	1	60		48	bar		42	8	171	skilltab	12	2	3											h3h3												0	0	0
Fanatic	100	0	1	25	60	24	bar		18	16	171	skilltab	13	1	1											h3h3												0	0	0
Raging	100	0	1	45		42	bar		33	12	171	skilltab	13	1	2											h3h3												0	0	0
Furious	100	0	1	60		48	bar		42	8	171	skilltab	13	2	3											h3h3												0	0	0
Sounding	100	1	1	25	60	24	bar		18	16	171	skilltab	14	1	1											bjav												0	0	0
Resonant	100	1	1	45		42	bar		33	12	171	skilltab	14	1	2											bjav												0	0	0
Echoing	100	1	1	60		48	bar		42	8	171	skilltab	14	2	3											bjav												0	0	0
																																								
Trainer's	100	1	1	25	60	24	dru		18	16	171	skilltab	15	1	1											dclc												0	0	0
Caretaker's	100	1	1	45		42	dru		33	12	171	skilltab	15	1	2											dclc												0	0	0
Keeper's	100	1	1	60		48	dru		42	8	171	skilltab	15	2	3											dclc												0	0	0
Spiritual	100	1	1	25	60	24	dru		18	16	171	skilltab	16	1	1											dclc	dcbm											0	0	0
Feral	100	1	1	45		42	dru		33	12	171	skilltab	16	1	2											dclc	dcbm											0	0	0
Communal	100	1	1	60		48	dru		42	8	171	skilltab	16	2	3											dclc	dcbm											0	0	0
Nature's	100	1	1	25	60	24	dru		18	16	171	skilltab	17	1	1											dclc												0	0	0
Terra's	100	1	1	45		42	dru		33	12	171	skilltab	17	1	2											dclc												0	0	0
Gaea's	100	1	1	60		48	dru		42	8	171	skilltab	17	2	3											dclc												0	0	0
																																								
Entrapping	100	1	1	25	60	24	ass		18	16	171	skilltab	18	1	1											h2h2	h2h1											0	0	0
Trickster's	100	1	1	45		42	ass		33	12	171	skilltab	18	1	2											h2h2	h2h1											0	0	0
Cunning	100	1	1	60		48	ass		42	8	171	skilltab	18	2	3											h2h2	h2h1											0	0	0
Mentalist's	100	1	1	25	60	24	ass		18	16	171	skilltab	19	1	1											h2h2	h2h1											0	0	0
Psychic	100	1	1	45		42	ass		33	12	171	skilltab	19	1	2											h2h2	h2h1											0	0	0
Shadow	100	1	1	60		48	ass		42	8	171	skilltab	19	2	3											h2h2	h2h1											0	0	0
Shogukusha's	100	1	1	25	60	24	ass		18	16	171	skilltab	20	1	1											h2h2												0	0	0
Sensei's	100	1	1	45		42	ass		33	12	171	skilltab	20	1	2											h2h2												0	0	0
Kenshi's	100	1	1	60		48	ass		42	8	171	skilltab	20	2	3											h2h2												0	0	0
																																								
Maiden's	100	1	1	45	95	42	ama		33	8	172	ama		1	1											abow	pbow	aspe	ajav									0	0	0
Maiden's	100	1	1	80		60	ama		42	6	172	ama		1	2											abow	pbow	aspe	ajav									0	0	0
Valkyrie's	100	1	1	95		66	ama		60	4	172	ama		2	3											abow	pbow	aspe	ajav									0	0	0
Angel's	100	1	1	45	95	42	sor		33	8	172	sor		1	1											orb	mana											0	0	0
Angel's	100	1	1	80		60	sor		42	6	172	sor		1	2											orb	mana											0	0	0
Arch-Angel's	100	1	1	95		66	sor		60	4	172	sor		2	3											orb	mana											0	0	0
Summoner's	100	1	1	45	95	42	nec		33	8	172	nec		1	1											wdnr	ndgr	npol										0	0	0
Summoner's	100	1	1	80		60	nec		42	6	172	nec		1	2											wdnr	ndgr	npol										0	0	0
Necromancer's	100	1	1	95		66	nec		60	4	172	nec		2	3											wdnr	ndgr	npol										0	0	0
Monk's	100	1	1	45	95	42	pal		33	8	172	pal		1	1											scpc	scpm	bedg										0	0	0
Monk's	100	1	1	80		60	pal		42	6	172	pal		1	2											scpc	scpm	bedg										0	0	0
Priest's	100	1	1	95		66	pal		60	4	172	pal		2	3											scpc	scpm	bedg										0	0	0
Slayer's	100	1	1	45	95	42	bar		33	8	172	bar		1	1											bjav												0	0	0
Slayer's	100	1	1	80		60	bar		42	6	172	bar		1	2											bjav												0	0	0
Berserker's	100	1	1	95		66	bar		60	4	172	bar		2	3											bjav												0	0	0
Shaman's	100	1	1	45	95	42	dru		33	8	172	dru		1	1											dclc	dcbm											0	0	0
Shaman's	100	1	1	80		60	dru		42	6	172	dru		1	2											dclc	dcbm											0	0	0
Hierophant's	100	1	1	95		66	dru		60	4	172	dru		2	3											dclc	dcbm											0	0	0
Magekiller's	100	1	1	45	95	42	ass		33	8	172	ass		1	1											h2h2	h2h1											0	0	0
Magekiller's	100	1	1	80		60	ass		42	6	172	ass		1	2											h2h2	h2h1											0	0	0
Witch-hunter's	100	1	1	95		66	ass		60	4	172	ass		2	3											h2h2	h2h1											0	0	0
																																								
Vital	100	1	1	1	10	1				28	200	hp		1	10											amul	ring											0	0	0
Vital	100	1	1	5	15	3				28	200	hp		6	16											amul	ring											0	0	0
Vital	100	1	1	10	20	6				28	200	hp		11	21											amul	ring											0	0	0
Fertile	100	1	1	15	35	12				28	200	hp		16	26											amul	ring											0	0	0
Fertile	100	1	1	20	45	18				28	200	hp		21	31											amul	ring											0	0	0
Fertile	100	1	1	25	60	24				28	200	hp		26	36											amul	ring											0	0	0
Lush	100	1	1	35	80	33				28	200	hp		31	41											amul												0	0	0
Lush	100	1	1	35		33				28	200	hp		31	41											ring												0	0	0
Lush	100	1	1	45	95	42				28	200	hp		36	46											amul												0	0	0
Lush	100	1	1	45		42				28	200	hp		36	46											ring												0	0	0
Lush	100	1	1	60		48				26	200	hp		41	51											amul	ring											0	0	0
Lavish	100	1	1	80		60				24	200	hp		46	56											amul												0	0	0
Lavish	100	1	1	95		66				22	200	hp		51	61											amul												0	0	0
Posh	100	1	1	95		66				20	200	hp		56	66											amul												0	0	0
																																								
Zaffre	100	1	1	1	10	1				22	201	mana		1	10											amul	ring											0	0	0
Zaffre	100	1	1	5	15	3				22	201	mana		6	16											amul	ring											0	0	0
Zaffre	100	1	1	10	20	6				22	201	mana		11	21											amul	ring											0	0	0
Cerulean	100	1	1	15	35	12				22	201	mana		16	26											amul	ring											0	0	0
Cerulean	100	1	1	20	45	18				22	201	mana		21	31											amul	ring											0	0	0
Cerulean	100	1	1	25	60	24				22	201	mana		26	36											amul	ring											0	0	0
